Domaine	Title	Text	Tag	URL
food	LA RECETTE DES ASPERGES SAUVAGES, PETITS POIS ET BURRATA D’HÉLÈNE DARROZE	Pour cela, les autorités locales ont ainsi eu l'idée d'organiser une loterie qui aura lieu le 20 juin prochain, jour de la Fête des pères. Concrètement, une fois la personne engagée dans un parcours de vaccination, cette dernière recevra un ticket, lui permettant de participer à un tirage au sort et de peut-être remporter un des cinq fusils d’assaut et pistolets offerts pour l’occasion.	ENTREPRISE DE LA SEMAINE	https://www.cnews.fr/food/2021-05-29/la-recette-des-asperges-sauvages-petits-pois-et-burrata-dhelene-darroze-1085376
food	VOICI LES 10 MARQUES PRÉFÉRÉES DES FRANÇAIS	Selon une étude, effectuée entre mars et avril dernier, la Virginie-Occidentale est un des États les plus réticents au vaccin, avec 28% de sa population encore dubitative. Les autorités veulent donc, par cette loterie, inciter un maximum de gens à franchir le pas.	PUBLI-RÉDACTIONNEL	https://www.cnews.fr/food/2021-05-28/voici-les-10-marques-preferees-des-francais-1086204
food	ESCROQUERIE : ATTENTION, CETTE ARNAQUE AUX BONS LECLERC EST DE PLUS EN PLUS RÉPANDUE	Pour annoncer cette campagne de vaccination particulière, Jim Justice, gouverneur républicain de Virginie-Occidentale, n’a d'ailleurs pas mâché ses mots. «Il y aura tellement de cadeaux incroyables à gagner, certains lots vont vous impressionner», a-t-il déclaré récemment lors d’une allocution.	ENTREPRISE DE LA SEMAINE	https://www.cnews.fr/food/2021-05-26/escroquerie-attention-cette-arnaque-aux-bons-eleclerc-est-de-plus-en-plus-repandue
food	VOICI LES 5 INGRÉDIENTS À ÉVITER LORSQU’ON FAIT SES COURSES	Outre les armes, les Ouest-Virginiens auront également l’opportunité de rouler avec un 4x4 flambant neuf. Mais aussi de se voir financer les quatre années d’études de leurs enfants, ou encore d’obtenir leur licence de chasse à vie. Enfin, le plus chanceux de cette loterie de la Fête de pères se verra offrir un chèque d’un million de dollars. «Nous allons faire des millionnaires avant que tout soit fini, mais nous devons d’abord vous vacciner», affirmait Jim Justice.	ENTREPRISE DE LA SEMAINE	https://www.cnews.fr/food/2021-05-26/voici-les-5-ingredients-eviter-lorsquon-fait-ses-courses-995482
food	ROOFTOP : L'EX-TOP CHEF DIEGO ALARY À LA TÊTE DU RESTAURANT DU WANDERLUST	Si le lot des armes est inédit à la Virginie-Occidentale, d’autres États américains tentent eux aussi d’attirer leurs habitants vers les centres de vaccinations par différents moyens originaux. Des bières gratuites dans le New Jersey, aux billets offerts dans les parcs d’attractions dans l’Illinois.	CONSOMMATION	https://www.cnews.fr/food/2021-05-25/rooftop-lex-top-chef-diego-alary-la-tete-du-restaurant-du-wanderlust-1085286
food	LA RECETTE DE L'OSSO BUCO À L'ORANGE ET AU CUMIN DE CYRIL LIGNAC	Des méthodes qui ne semblent pas laisser indifférent. En mai dernier, l’Ohio a ainsi vu son taux de vaccination grimper de 45% après l’annonce du lancement de la loterie «Vax-A-Million», offrant jusqu’à un million de dollars à un nouveau vacciné.	À LA UNE SUR IE WEB TV	https://www.cnews.fr/food/2021-05-23/la-recette-de-losso-buco-lorange-et-au-cumin-de-cyril-lignac-1083030
food	LA RECETTE DES BOULETTES DE VEAU AU CITRON DE CYRIL LIGNAC	Cinq personnes ont été interpellées et présentées à la justice en Belgique après le suicide d'une adolescente de 14 ans, qui pourrait être lié à un viol suivi d'une diffusion d'images vidéo sur les réseaux sociaux.	ENTREPRISE DE LA SEMAINE	https://www.cnews.fr/food/2021-05-22/la-recette-des-boulettes-de-veau-au-citron-de-cyril-lignac-1083021
food	CES 8 ALIMENTS À NE SURTOUT PAS METTRE AU MICRO-ONDES	Le parquet de Gand, en Flandre, a confirmé l'arrestation de cinq jeunes gens, deux majeurs et trois mineurs, suspectés de «faits survenus peu avant la mort de la victime».	CADEAUX	https://www.cnews.fr/food/2021-05-21/ces-8-aliments-ne-surtout-pas-mettre-au-micro-ondes-999167
food	PARIS : LE CHOCOLATIER PATRICK ROGER INSTALLE UNE NOUVELLE BOUTIQUE SUR LA RIVE GAUCHE	Il a toutefois refusé de commenter les informations des médias belges qui ont affirmé qu'une enquête a été ouverte pour «viol», «attentat à la pudeur» ainsi que «prise et diffusion d'images susceptibles de porter atteinte à l'intégrité».	PUBLI-RÉDACTIONNEL	https://www.cnews.fr/food/2021-05-19/paris-le-chocolatier-patrick-roger-installe-une-nouvelle-boutique-sur-la-rive-gauche
food	BURGER KING CÉLÈBRE LE RETOUR DE BENZEMA EN LANÇANT UN BURGER VEGGIE	Après leur arrestation «les deux majeurs ont été écroués, et les trois mineurs placés» dans des institutions spécialisées, a simplement indiqué une chargée de communication du parquet.	SNEAKERS	https://www.cnews.fr/food/2021-05-19/burger-king-celebre-le-retour-de-benzema-en-lancant-un-burger-veggie-1083380
food	TENDANCES : VOICI LES MARQUES PRÉFÉRÉES DES ADOS	«Atroce. Il n'y a pas de mot pour cela», a réagi de son côté sur Twitter le ministre de la Justice, le libéral flamand Vincent Van Quickenborne. Il a promis que les coupables seraient punis, et invité toutes les victimes de violences sexuelles à porter plainte et à se faire aider par des professionnels spécialisés.	PUBLI-RÉDACTIONNEL	https://www.cnews.fr/food/2021-05-18/tendances-voici-les-marques-preferees-des-ados-1082964
food	LA CHEFFE ANNE-SOPHIE PIC LANCE SON FOOD TRUCK	Les faits datent de la mi-mai. Selon les médias flamands, une adolescente de 14 ans s'est donné la mort quatre jours après avoir subi un viol collectif dans un cimetière de Gand au cours duquel ses agresseurs ont filmé la scène.	ENQUÊTE	https://www.cnews.fr/food/2021-05-18/la-cheffe-anne-sophie-pic-lance-son-food-truck-1082880
food	PARIS : LES 5 MEILLEURES TERRASSES POUR LA RÉOUVERTURE DU 19 MAI	Les images ont ensuite été diffusées sur internet, ce qui aurait été l'élément déclencheur du suicide, selon le père de l'adolescente, dont le quotidien flamand Het Nieuwsblad a recueilli le témoignage. «Ces images ont été la goutte d'eau qui a fait déborder le vase pour elle, (...) tout son monde s'est effondré», a-t-il déclaré à ce journal.	IDÉES SORTIES	https://www.cnews.fr/food/2021-05-17/paris-les-5-meilleures-terrasses-pour-la-reouverture-du-19-mai-1082601
food	CETTE NOUVELLE BOISSON FAÇON SPRITZ QUI POURRAIT CARTONNER CET ÉTÉ	Grâce aux images diffusées, les enquêteurs ont pu remonter jusqu'aux agresseurs présumés. D'après les premiers éléments de l'enquête, l'adolescente domiciliée à Gavere s'était rendue à Gand en pensant avoir rendez-vous avec un seul ami.	FROMAGES	https://www.cnews.fr/food/2021-05-17/cette-nouvelle-boisson-facon-spritz-qui-pourrait-cartonner-cet-ete-1082559
food	UBER EATS : LE NOUVEAU MAILLOT DE L'OM À GAGNER POUR L'ACHAT D'UNE PIZZA	A son arrivée au lieu de rendez-vous, dans un cimetière, cet ami aurait alors été rejoint par quatre autres jeunes gens, et les cinq auraient participé à l'agression.	CUISINE	https://www.cnews.fr/food/2021-05-17/uber-eats-le-nouveau-maillot-de-lom-gagner-pour-lachat-dune-pizza-1082532
food	CES 7 GLACES QUI VONT CARTONNER CET ÉTÉ	Le variant indien, désormais nommé variant Delta, bientôt sous contrôle ? L'OMS a rétrogradé deux souches sur trois ce mardi, n'en laissant plus qu'une jugée «préoccupante».	CUISINE	https://www.cnews.fr/food/2021-05-16/ces-7-glaces-qui-vont-cartonner-cet-ete-1081057
food	NOUVEAU MAGNUM : VOICI LA NOUVELLE RECETTE POUR CET ÉTÉ	Ce variant est largement connu dans le monde pour avoir causé l'un des pires chapitres de la pandémie de coronavirus en Inde. Détecté en octobre, le variant Delta s'est avéré être plus contagieux, et s'est rapidement transmis dans tout le pays. En avril, l'Inde recensait près de 350.000 contaminations en une seule journée, un record à l'échelle mondiale. 	BAROMÈTRE	https://www.cnews.fr/food/2021-05-15/nouveau-magnum-voici-la-nouvelle-recette-pour-cet-ete-1080946
food	SUSHI SHOP : UNE BOX AVEC DOCTEUR PAPER EN ÉDITION LIMITÉE	«Il est devenu évident que davantage de risques pour le public sont associés au B.1.617.2, tandis que des taux de transmission moindres ont été observés avec les autres sous-lignées», a déclaré l'OMS lors d'un point épidémiologique hebdomadaire. 	DISTRIBUTION	https://www.cnews.fr/food/2021-05-13/sushi-shop-une-box-avec-docteur-paper-en-edition-limitee-1078966
food	MCDONALD'S : VERS L'APPARITION DU NUTRI-SCORE DES BURGERS DÈS CET ÉTÉ	À l'heure actuelle, trois autres variants sont considérés comme préoccupants par l'institution. Renommées avec des lettres grecques de manière à simplifier leur appellation et pour éviter les attaques «stigmatisantes et discriminatoires» contre leur pays d'origine, les souches en question sont Alpha (Royaume-Uni), Bêta (Afrique du Sud) et Gamma (Brésil). 	CONSOMMATION	https://www.cnews.fr/food/2021-05-11/mcdonalds-vers-lapparition-du-nutri-score-des-burgers-des-cet-ete-1080556
food	UNE BOUTEILLE DE PETRUS VIEILLIE DANS L'ESPACE EN VENTE À 1 MILLION DE DOLLARS	Reste à savoir si d'autres variants pourraient rejoindre cette liste. Le Vietnam a par exemple récemment annoncé avoir découvert un hybride des souches Alpha et Delta qui serait particulièrement contagieux. Le pays a d'ailleurs rapidement durci ses restrictions sanitaires pour éviter une explosion des contaminations. Des études sur le sujet vont donc se poursuivre afin de connaître la dangerosité exacte de ce variant. 	TERRASSE	https://www.cnews.fr/food/2021-05-11/une-bouteille-de-petrus-vieillie-dans-lespace-en-vente-1-million-de-dollars-1080466
food	TOP CHEF : MOHAMED CHEIKH VA OUVRIR UN NOUVEAU RESTAURANT ÉPHÉMÈRE	Elle a foncé tête baissée, malgré les risques. Une Américaine de 17 ans a sauvé ses chiens en repoussant fermement un ours qui s'en prenaient à eux du haut de la clôture de la maison familiale. La scène, impressionnante, a été captée par des caméras de surveillance.	CUISINE	https://www.cnews.fr/food/2021-05-10/top-chef-mohamed-cheikh-va-ouvrir-un-nouveau-restaurant-ephemere-1080200
food	LE CHEF MICHEL SARRAN OUVRE UN COMPTOIR À CROQUE-MONSIEURS À PARIS	La vidéo montre une maman ourse et ses deux petits marcher tranquillement sur le mur de briques dans l'arrière-cour de la propriété, située à Bradbury dans le sud de la Californie, près de Los Angeles, avant que les quatre chiens de la famille ne se précipitent vers eux en aboyant.	CUISINE	https://www.cnews.fr/food/2021-05-10/le-chef-michel-sarran-ouvre-un-comptoir-croque-monsieurs-paris-1080143
food	LA RECETTE DU CHILI CON LA VACHE QUI RIT	Tandis que les deux oursons s'enfuient, s'ensuit une confrontation entre les chiens et l'ourse, qui lance plusieurs coups de pattes à destination des canidés. Alors que l'un des petits chiens est pris dans les griffes du mammifère, Hailey Morinico, 17 ans, se précipite à l'extérieur de la maison et pousse avec ses deux mains l'ourse, qui tombe de l'autre côté de la clôture.	SANTE	https://www.cnews.fr/food/2021-05-09/la-recette-du-chili-con-la-vache-qui-rit-1078987
food	LA RECETTE DU FONDANT AU CHOCOLAT AU CARAMEL AU BEURRE SALÉ DE CYRIL LIGNAC	L'adolescente saisit l'un des petits chiens, qui semble-t-il avait envie de continuer la bagarre, et court se réfugier à l'intérieur, précédée des autres boules de poils, pendant que l'ourse prend la fuite.	CHOCOLAT	https://www.cnews.fr/food/2021-05-08/la-recette-du-fondant-au-chocolat-au-caramel-au-beurre-sale-de-cyril-lignac-1078750
food	RÉOUVERTURE DES TERRASSES : CES RÈGLES QUI POURRAIENT S'APPLIQUER	De façon plutôt miraculeuse, aucune blessure sérieuse n'est à signaler ni du côté des chiens ni du côté de la jeune fille. Elle s'en est sortie avec un doigt foulé et une éraflure au niveau du genou, a-t-elle indiqué à la télévision locale KCAL-TV. «Honnêtement, la seule chose que j'avais en tête était de protéger mes chiens», a-t-elle déclaré.	FAST-FOOD	https://www.cnews.fr/food/2021-05-05/reouverture-des-terrasses-ces-regles-qui-pourraient-sappliquer-1078449
beaute	TENDANCE COIFFURE : VOICI LES 5 COLORATIONS QUI VONT CARTONNER CET ÉTÉ	Mais elle n'est pas fière de son geste, qui s'est avéré imprudent et qu'elle appelle à ne pas reproduire. C'est également la recommandation des experts du Département californien des poissons et de la faune, qui conseille de ne pas faire face à un ours. Si les rencontres hommes-ours sont rares en Californie, il arrive que des mammifères s'invitent dans des quartiers résidentiels proches des milieux naturels, comme l'est la ville de Bradbury, située à côté de la forêt nationale d'Angeles.	BAROMÈTRE	https://www.cnews.fr/beaute/2021-06-04/tendance-coiffure-voici-les-5-colorations-qui-vont-cartonner-cet-ete-1088464
beaute	CES 5 ASTUCES NATURELLES POUR SOULAGER UN COUP DE SOLEIL	Pour mener à bien ses exécutions, l'Arizona a acheté récemment les ingrédients nécessaires à l'élaboration du Zyklon B, gaz utilisé par les nazis dans les camps d'extermination.	BURGER	https://www.cnews.fr/beaute/2021-06-02/ces-5-astuces-naturelles-pour-soulager-un-coup-de-soleil-1087514
beaute	TENDANCE CHEVEUX : VOICI LES 8 COUPES QUI VONT CARTONNER CET ÉTÉ	Cette information, qui fait froid dans le dos, a été dévoilée par The Guardian. Selon des documents officiels consultés par le journal britannique, 2.000 dollars ont été utilisés il y a quelques mois par les autorités de l'Etat américain pour se procurer les produits chimiques entrant dans la composition du cyanure d'hydrogène, gaz mortel utilisé notamment à Auschwitz.	IDÉES SORTIES	https://www.cnews.fr/beaute/2021-06-01/tendance-cheveux-voici-les-8-coupes-qui-vont-cartonner-cet-ete-1029347
beaute	VOICI LE MEILLEUR DÉODORANT, SELON L'UFC-QUE CHOISIR	Cette décision intervient alors que l'Arizona souhaite relancer les exécutions. Celles-ci ont en effet été mises en suspens depuis 2014, après le scandale provoqué par la mort de James Wood, décédé plus de deux heures après son injection, à l'issue d'un calvaire inhumain.	COCKTAILS	https://www.cnews.fr/beaute/2021-05-27/voici-le-meilleur-deodorant-selon-lufc-que-choisir-1086126
beaute	CES 5 BIENFAITS DE L'ARGILE VERTE POUR VOS CHEVEUX ET VOTRE PEAU	A l'avenir, les personnes condamnées à la peine capitale dans l'Etat pourront choisir l'injection létale ou la mort par gaz. L'Arizona a donc également effectué des travaux pour remettre à neuf sa chambre à gaz, inutilisée depuis plus de vingt ans.	PIZZA	https://www.cnews.fr/beaute/2021-05-13/ces-5-bienfaits-de-largile-verte-pour-vos-cheveux-et-votre-peau-1079763
beaute	CETTE MÉTHODE JAPONAISE PERMET DE BRÛLER LES GRAISSES EN QUELQUES MINUTES	Mais l'utilisation du Zyklon B est fortement critiquée dans le pays. «A quoi pense l'Arizona en croyant qu'en 2021 il est acceptable d'exécuter des personnes dans une chambre à gaz avec du gaz cyanure ? Ont-ils demandé à quelqu'un d'étudier l'histoire de l'Holocauste ?», s'interroge Robert Dunham, directeur du Death Penalty Information Center, dans The Guardian.	DESSERT	https://www.cnews.fr/beaute/2021-05-11/cette-methode-japonaise-permet-de-bruler-les-graisses-en-quelques-minutes-1012365
beaute	CES ASTUCES POUR CAMOUFLER RAPIDEMENT UN BOUTON	«Il ne fait aucun doute que le gaz mortel, ou du moins le gaz mortel que l'Arizona essaie de remettre au goût du jour, est la plus horrible de toutes les méthodes que nous ayons eues dans ce pays», assure de son côté Deborah Denno, spécialiste de la peine de mort interrogée par le Washington Post.	GLACES	https://www.cnews.fr/beaute/2021-05-07/ces-astuces-pour-camoufler-rapidement-un-bouton-1078900
environnement	LA FONTE DES GLACIERS HIMALAYENS MENACE 2 MILLIARDS DE PERSONNES	Produit dans un premier temps comme un pesticide, le Zyklon B a été utilisé par la Nazis durant la Seconde Guerre Mondiale dans ses camps d'extermination. Selon Franciszek Piper, historien du musée national d'Auschwitz, il y a eu au moins un million de juifs gazés avec le Zyklon B dans le camp situé en Pologne, soir près de 1.000 par jour.	FOOD	https://www.cnews.fr/environnement/2021-06-04/la-fonte-des-glaciers-himalayens-menace-2-milliards-de-personnes-1089302
environnement	CLIMAT : AVEC 80,8°C, UN NOUVEAU RECORD DE TEMPÉRATURE MONDIALE ÉTABLI	Une scène surréaliste et des voyageurs médusés. Une femme a récemment refusé de porter un masque à bord d'un avion. Devenue hors d'elle, elle a agressé les autres passagers, allant même jusqu'à cracher en direction de l'un d'eux. La scène a été filmée.	NUTRITION	https://www.cnews.fr/environnement/2021-06-04/climat-avec-808degc-un-nouveau-record-de-temperature-mondiale-etabli
environnement	LA BANQUISE FOND DEUX FOIS PLUS VITE QUE PRÉVU, ALERTENT LES SCIENTIFIQUES	Les images ont été diffusées la semaine dernière sur les réseaux sociaux. Les événements ont eu lieu à bord d'un vol Ryanair reliant Ibiza (en Espagne) à Milan (Italie).	SCIENCES	https://www.cnews.fr/environnement/2021-06-04/la-banquise-fond-deux-fois-plus-vite-que-prevu-alertent-les-scientifiques
environnement	J’DEA AU SERVICE DES JARDINERIES FRANÇAISES ET DU CONSOMMATEUR	Le quotidien britannique The Daily Mail, qui s'en est fait l'écho, précise néanmoins qu'on ne sait pas exactement quel jour ils se sont produits. 	TERRASSES	https://www.cnews.fr/environnement/2021-06-03/jdea-au-service-des-jardineries-francaises-et-du-consommateur-1088949
videos	BELBÉOC’H : DES SPÉCIALISTES PASSIONNÉS DES ARBRES	La femme, s'exprimant en italien sur la séquence abondamment relayée, apparaît d'abord désinvolte et minaudant, se moquant des consignes sanitaires.	RESTAURATION	https://www.cnews.fr/videos/environnement/2021-05-30/belbeoch-des-specialistes-passionnes-des-arbres-1087307
environnement	VENDÉE : UN LOUP GRIS APERÇU, UNE PREMIÈRE DEPUIS UN SIÈCLE	Puis, brusquement, elle crache en direction d'un passager installé près d'elle. Ensuite, elle laisse exploser sa colère en donnant des coups de pied dans un fauteuil en face d'elle, tire les cheveux d'une autre passagère.	CUISINE	https://www.cnews.fr/environnement/2021-05-27/vendee-un-loup-gris-apercu-une-premiere-depuis-un-siecle-1086393
environnement	AVEC 50 MILLIARDS D'INDIVIDUS, LES OISEAUX SONT SIX FOIS PLUS NOMBREUX QUE LES HUMAINS	«Je fais ce que je veux, je dis ce que je veux et personne ne va m’arrêter», l'entend-on dire de façon énervée et agressive sur la vidéo.	CUISINE	https://www.cnews.fr/environnement/2021-05-26/avec-50-milliards-dindividus-les-oiseaux-sont-six-fois-plus-nombreux-que
environnement	LE PLUS GROS ICEBERG DU MONDE SE DÉTACHE DE L’ANTARCTIQUE	La situation a totalement dérapé avant même que l’avion ne décolle. Heureusement, car c'est ce qui a permis à l’équipage d’intervenir pour débarquer la femme hors d'elle et permettre au vol de décoller.	COVID-19	https://www.cnews.fr/environnement/2021-05-20/le-plus-gros-iceberg-du-monde-se-detache-de-lantarctique-1083626
environnement	L'AGENCE INTERNATIONALE DE L'ÉNERGIE APPELLE À RENONCER AUX ÉNERGIES FOSSILES, UNE PREMIÈRE	Dans le cadre de la pandémie de coronavirus, et même si la situation sanitaire tend à s'améliorer, la règle dans les avions impose aux voyageurs de porter un masque avant d'embarquer et durant le vol. Il ne peut être enlevé que pour deux raisons : boire ou manger.	BEAUTÉ	https://www.cnews.fr/environnement/2021-05-19/lagence-internationale-de-lenergie-appelle-renoncer-aux-energies-fossiles
environnement	EXXONMOBIL UTILISE LA MÊME STRATÉGIE QUE L’INDUSTRIE DU TABAC POUR NIER LE RÉCHAUFFEMENT CLIMATIQUE, SELON UNE ÉTUDE	Michael O’Leary, le patron de la compagnie irlandaise Ryanair, avait préalablement déjà indiqué qu'il se pourrait que cette règle se maintienne au moins jusqu’au premier semestre 2022.	SANTE	https://www.cnews.fr/environnement/2021-05-15/exxonmobil-utilise-la-meme-strategie-que-lindustrie-du-tabac-pour-nier-le
environnement	LANDES : UNE BALEINE RETROUVÉE MORTE AVEC 16 KILOS DE PLASTIQUE DANS L'ESTOMAC	De retour dans le débat public à la faveur de la crise du coronavirus, le revenu universel va faire l'objet d'une expérimentation en Allemagne. Pendant trois ans, 122 personnes vont recevoir 1.200 euros chaque mois, sans aucune condition. L'objectif étant d'étudier les effets d'un tel versement sur les choix faits par les bénéficiaires.	BIEN-ETRE	https://www.cnews.fr/environnement/2021-05-13/landes-une-baleine-retrouvee-morte-avec-16-kilos-de-plastique-dans-lestomac
environnement	LE MARCHÉ DES ÉNERGIES RENOUVELABLES EST EN PLEINE CROISSANCE, SELON UN RAPPORT	Le projet, mené par l'Institut allemand pour la recherche économique (DIW) et la structure privée berlinoise «Mein Grundeinkommen» («Mon revenu de base»), a officiellement été lancé ce mardi 1er juin. Après une phase de sélection parmi plus de 2 millions de candidats, ils sont 122 heureux gagnants à avoir reçu leur premier versement. L'étude est financée par des dons émanant d'environ 181.000 particuliers.	HYGIÈNE	https://www.cnews.fr/environnement/2021-05-11/le-marche-des-energies-renouvelables-est-en-pleine-croissance-selon-un
environnement	LES ÉMISSIONS DE GAZ À EFFET DE SERRE DE LA CHINE DÉPASSENT CELLES DE L’ENSEMBLE DES PAYS DÉVELOPPÉS	Tous les six mois, les 122 cobayes devront remplir un questionnaire, de même que 1.380 personnes issues d'un groupe témoin. «Au cours des trois prochaines années, nous voulons étudier empiriquement si et comment le versement inconditionnel et régulier d’une somme d’argent qui couvre plus que le niveau de subsistance a un effet sur le comportement des gens», explique dans un communiqué Jürgen Schupp, de l’Institut allemand pour la recherche économique (DIW), responsable scientifique du projet.	BEAUTÉ	https://www.cnews.fr/environnement/2021-05-06/les-emissions-de-gaz-effet-de-serre-de-la-chine-depassent-celles-de
faits-divers	SAVOIE : UN LÉGIONNAIRE MEURT LORS D’UN ENTRAÎNEMENT	Sera étudié l'impact d'un revenu de base sur la santé, la vie professionnelle, les relations sociales, et même sur l'environnement, la démocratie ou la révolution numérique. Bref, tous les aspects de la société. Car le but de cette étude est de fournir des données objectives à un débat «dominé par des convictions idéologiques», déplore Michael Bohmeyer, l'un des initiateurs du projet.	SANTE	https://www.cnews.fr/faits-divers/2021-06-04/savoie-un-legionnaire-meurt-lors-dun-entrainement-1089137
faits-divers	LEBONCOIN : IL RECONNAÎT SES DEUX VÉLOS VOLÉS ET PREND RENDEZ-VOUS AVEC LES VENDEURS, DEUX SUSPECTS INTERPELLÉS	Plusieurs expérimentations du revenu universel, promesse de campagne du candidat socialiste français à la présidentielle Benoît Hamon en 2017, ont déjà été menées dans le monde, y compris en Allemagne (85 personnes avaient reçu pendant un an 1.000 euros par mois en 2017), mais aussi en Finlande, au Kenya, ou encore aux Pays-Bas. Les initiateurs du projet lancé outre-Rhin ce mardi ont noté qu'elles s'étaient souvent limitées aux personnes socialement défavorisées.	BEAUTÉ	https://www.cnews.fr/faits-divers/2021-06-04/leboncoin-il-reconnait-ses-deux-velos-voles-et-prend-rendez-vous-avec-les
faits-divers	COLMAR : UN HOMME TUE SON EX-COMPAGNE EN LA DÉFENESTRANT DU 8E ÉTAGE	C'est pourquoi ils ont fait le choix de ne sélectionner que des membres de la classe moyenne pour leur propre programme. «Le revenu de base ne doit pas être une aide d’urgence, mais un investissement dans le développement de l’ensemble de la société», estime Michael Bohmeyer. Par ailleurs, ils se sont cantonnés à des personnes jeunes (21 à 40 ans), car «c’est dans cette tranche d’âge que se prennent les grandes décisions de la vie». «Nous voulons savoir si et comment un revenu de base inconditionnel affecte ces décisions», explique Michael Bohmeyer. Par la suite, deux autres études doivent être menées dans le cadre de ce projet pilote, notamment pour explorer des pistes de financement.	CHANGEMENT CLIMATIQUE	https://www.cnews.fr/faits-divers/2021-06-04/colmar-un-homme-tue-son-ex-compagne-en-la-defenestrant-du-8e-etage-1089092
faits-divers	SCHILTIGHEIM : IL PROMÈNE SON CHIEN DANS UN PARC, DES CORNEILLES L'ATTAQUENT	«Le coeur brisé», Justin Trudeau, Premier ministre canadien, a évoqué un «sombre chapitre» de l'Histoire du Canada. Il réagissait ainsi à la découverte, à la fin du mois de mai, des restes de 215 enfants, retrouvés sur le site d'un ancien pensionnat. Créé il y a plus d'un siècle, il était réservé aux populations amérindienne, métis et inuit.	CHALEUR	https://www.cnews.fr/faits-divers/2021-06-03/schiltigheim-il-promene-son-chien-dans-un-parc-des-corneilles-lattaquent
faits-divers	JEUNE FILLE SÉQUESTRÉE ET TORTURÉE À RENNES : 5 GARDES À VUE	C'est en parcourant la zone équipé d'un géo-radar qu'un expert a fait cette terrible trouvaille. Le pensionnat de Kamloops, en Colombie-Britannique, a ouvert ses portes en 1890 et a été fermé en 1969. Au plus fort de sa fréquentation, dans les années 1950, il comptait jusqu'à 500 élèves.	ENVIRONNEMENT	https://www.cnews.fr/faits-divers/2021-06-03/jeune-fille-sequestree-et-torturee-rennes-5-gardes-vue-1088688
faits-divers	METZ : IL TENTE DE TUER SA COMPAGNE EN PLEINE RUE PUIS RETOURNE L'ARME CONTRE LUI	Il était l'un des 139 établissements du genre mis en place au Canada et souvent gérés par l'Eglise catholique, à la fin du 19e siècle. Censés faciliter l'assimilation des peuple autochtones à la culture dominante, certains sont restés ouverts jusque dans les années 1990.	ENTREPRISE DE LA SEMAINE	https://www.cnews.fr/faits-divers/2021-06-03/metz-il-tente-de-tuer-sa-compagne-en-pleine-rue-puis-retourne-larme-contre
faits-divers	SUITE À UNE BLAGUE, DES PARENTS SONT ARRÊTÉS ET SÉPARÉS DE LEUR BÉBÉ	Une commission nationale d'enquête diligentée en 2015 a montré que ces pensionnats ont été le théâtre de nombreux mauvais traitements et abus sexuels. Quelque 150.000 enfants amérindiens, métis et inuits ont été enrôlés de force dans ces établissements, coupés de leurs familles, de leur langue et de leur culture. Au moins 3.200 d'entre eux y sont morts, souvent de la tuberculose.	ENTREPRISE DE LA SEMAINE	https://www.cnews.fr/faits-divers/2021-06-03/suite-une-blague-des-parents-sont-arretes-et-separes-de-leur-bebe-1088745
faits-divers	DOUBS : 62 ÉLÈVES D’UN COLLÈGE VICTIMES D’UNE INTOXICATION ALIMENTAIRE	De nombreux témoignages d'Amérindiens ont été recueillis à l'époque, affirmant que ce système de pensionnats était pour beaucoup dans la misère, l'alcoolisme, les violences conjugales et le taux de suicide élevé frappant aujourd'hui encore les peuples autochtones. La commission avait conclu à un «génocide culturel».	ANIMAUX	https://www.cnews.fr/faits-divers/2021-06-02/doubs-62-eleves-dun-college-victimes-dune-intoxication-alimentaire-1088392
faits-divers	LORIENT : ALCOOLISÉ À UN RENDEZ-VOUS AVEC LE JUGE POUR ENFANTS, IL GIFLE LE PERSONNEL DU TRIBUNAL	Dans un communiqué publié vendredi 28 mai, la communauté autochtone Tk'emlups te Secwepemc a indiqué que la mort des enfants du pensionnat de Kamloops n'a jamais été documentée. On ne sait pas quand ni de quoi ils sont morts, mais, selon Rosanne Casimir, la cheffe, «certains n'avaient que trois ans».	ANIMAUX	https://www.cnews.fr/faits-divers/2021-06-02/lorient-alcoolise-un-rendez-vous-avec-le-juge-pour-enfants-il-gifle-le
faits-divers	ESPAGNE : AGRESSÉE SEXUELLEMENT PAR SON PATRON, ELLE LUI COUPE LE PÉNIS AVEC UN COUTEAU	Dimanche 30 mai, les drapeaux ont été mis en berne au Canada, en signe de deuil. A Kahnawake, près de Montréal au Québec, des chaussures d'enfants et des jouets ont également été déposés sur le perron de l'église Saint-François-Xavier. Après le temps de l'hommage, Justin Trudeau a promis, lundi 1er juin, de «soutenir, avec des actions concrètes, les survivants, leurs familles et leurs communautés, partout dans le pays».	CLIMAT	https://www.cnews.fr/faits-divers/2021-06-02/espagne-agressee-sexuellement-par-son-patron-elle-lui-coupe-le-penis-avec-un
